id,username,following_count,tweet_count,listed_count,created_at,pinned_tweet_id,protected,verified,withheld,location,account_type
833032717,MarinaDelReyApp,0,2839,0,2012-09-19T10:29:23.000Z,,False,False,,"Marina Del Rey, CA, USA",bot
3953332753,lissetteglzz,244,22404,2,2015-10-20T02:18:28.000Z,,False,False,,"Zapata, TX",human
104010259,shy_fieri_,444,5034,11,2010-01-12T00:05:02.000Z,,False,False,,Flavor Town,human
179245596,DavidLimbaugh,3041,107808,2769,2010-08-16T21:34:34.000Z,,False,False,,,human
149099047,ShaziaAwan,4014,29254,127,2010-05-28T12:10:19.000Z,,False,True,,Cardiff ,human
87233065,authoramish,1031,1507,629,2009-11-03T17:02:22.000Z,1477259305195917320,False,True,,"London, England",human
520819240,abb1413,0,1957,2,2012-03-10T23:17:49.000Z,,False,False,,,bot
423563820,mikekaniaa,740,6752,4,2011-11-28T17:23:11.000Z,,False,False,,"Buffalo, NY",human
23269938,stevemcintire,415,540,5,2009-03-08T03:15:10.000Z,,False,False,,"Santa Clarita, CA",human
470487625,ChocoPrince247,108,3827,5,2012-01-21T20:29:05.000Z,1147396566350794752,False,False,,Nigeria,human
756271337585319936,joe_keery,136,303,693,2016-07-21T23:35:13.000Z,1252145860760072192,False,True,,,human
369037907,iamAmyJackson,243,7146,0,2011-09-06T17:14:44.000Z,,False,True,,"England, United Kingdom",human
10162772,TabethaWatching,2296,39952,150,2007-11-11T21:37:58.000Z,1224463167704707072,False,True,,Between NY & LA ,human
66261596,onyxslaughter,61,423,0,2009-08-17T03:08:55.000Z,,True,False,,,human
804721248,allali2012,292,1873,0,2012-09-05T14:37:31.000Z,,False,False,,,bot
1069486704,Wolfmetric,160,11646,449,2013-01-07T23:51:59.000Z,,False,False,,"Saint Paul, MN",human
382931575,mazaraquel,434,5183,114,2011-09-30T23:32:01.000Z,,False,False,,,human
547558018,CristinaSaracut,371,3106,8,2012-04-07T12:11:54.000Z,,False,False,,Hamburg,human
14619266,toddcarey,1544704,131486,1859,2008-05-01T20:34:36.000Z,1509930425195634722,False,True,,"Door County, WI",human
2617447056,fGgardiner,0,16,0,2014-07-11T14:29:09.000Z,,False,False,,,bot
25629334,nate_robinson,1756,15450,5111,2009-03-21T03:04:42.000Z,479307253422358528,False,True,,Holdat Nation ,human
79893160,MeganSoffer,213,36829,26,2009-10-05T02:17:13.000Z,,False,False,,DFW,human
22745779,AriannyCeleste,352,26540,3763,2009-03-04T07:25:08.000Z,,False,True,,California,human
4111405753,ColettaHoggard,39,3594,16,2015-11-03T09:19:36.000Z,,False,False,,pity party,bot
282006208,mohmahfudmd,643,25676,1258,2011-04-14T11:37:48.000Z,,False,True,,Jakarta,human
62591681,EdwardNorton,207,2614,14976,2009-08-03T18:58:49.000Z,1498522506101145602,False,True,,New York,human
2343506629,atl821,0,53,0,2014-02-14T12:19:22.000Z,963778524489375744,False,False,,,bot
25629381,LoLo_Rraine,484,183,0,2009-03-21T03:05:07.000Z,717096774217953281,False,False,,"New York, NY",human
19600070,MikeDDKing,389,3664,271,2009-01-27T16:32:21.000Z,734955284595113985,False,False,,Chicago Suburb,human
590316679,AP_Sports,3954,235586,2935,2012-05-25T21:00:31.000Z,,False,True,,,bot
745214683,ParentingJrny,4892,2454,32,2012-08-08T13:37:40.000Z,1499434549905928199,False,False,,"Union Square, Somerville MA",human
1909134048,KarenaLapray,317,756,0,2013-09-26T20:48:20.000Z,,False,False,,"Lehi, UT",human
2434470627,LayerZane,680,74873,7,2014-03-25T00:29:17.000Z,1431818222005854213,False,False,,,human
14095083,kdykes,1984,4556,214,2008-03-07T14:20:35.000Z,1230078423214821376,False,False,,Berlin,human
31134473,macchinesti,39,2589,1,2009-04-14T14:33:42.000Z,,False,False,,"Sumida, Tokyo, Japan",human
475468554,SamUnderdahl,198,2224,0,2012-01-27T02:58:13.000Z,,False,False,,Minnesota,human
260772625,jaguarjin,3249,69302,36,2011-03-04T15:30:03.000Z,1028089542035861504,False,False,,,human
27464471,GerstTrades,6,13844,47,2009-03-29T17:33:27.000Z,,False,False,,"Marina del Rey, CA",human
14357283,ChrisDeLuca,936,64460,523,2008-04-11T01:46:41.000Z,,False,True,,Chicago,human
24580902,leonthomas,6015,15539,2038,2009-03-15T20:34:51.000Z,,False,True,,L.A. / Brooklyn,human
2806453030,katedunkle84,480,6848,7,2014-10-04T23:50:17.000Z,,False,False,,Central Pennsylvania,human
113447726,Montserrat33,347,17079,3106,2010-02-11T20:02:42.000Z,912046126127296513,False,True,,Mexico City,human
1014698798,vincky_khoo,31,54,1,2012-12-16T07:43:37.000Z,970211852000157696,False,False,,Penang，Malaysia,bot
18027311,DJKontrol,903,13338,57,2008-12-10T19:11:10.000Z,,False,False,,Las Vegas,bot
31134514,dreface,590,45744,8,2009-04-14T14:33:52.000Z,1195557316294262784,False,False,,"Spring, TX",human
1047991110,alice010113,0,2809,3,2012-12-30T14:23:44.000Z,,False,False,,,bot
772714539301339136,Questing_Kemp,0,92,0,2016-09-05T08:34:37.000Z,,False,False,,,human
4801631058,BigGiveHouston,793,600,14,2016-01-23T06:49:16.000Z,1067662743237472256,False,False,,"Houston, TX",human
245568342,lloufast,371,7543,4,2011-02-01T00:16:57.000Z,,False,False,,"St Paul, MN",human
16716641,KirstenAlana,8993,105628,1180,2008-10-13T04:40:49.000Z,1438565081495736321,False,True,,los angeles (Tongva land),human
2882474866,fikret_karakaya,78326,32334,388,2014-11-18T10:35:33.000Z,1445683464234176512,False,True,,"Çanakkale, Türkiye",bot
144380789,greysonchance,139217,10060,18787,2010-05-16T03:59:01.000Z,,False,True,,"Oklahoma, USA",human
409932674,alfirm_mohesn,42,12786,142,2011-11-11T12:17:44.000Z,1247389271608168451,True,False,,الريآض,bot
110302086,jennablan,7403,95067,1773,2010-02-01T02:35:08.000Z,957664920513982466,False,True,,"Manhattan, NY",human
1571230602,Giulia_1D_LM,738,69063,21,2013-07-05T20:04:48.000Z,,False,False,,,human
3539145614,balcony_b,0,147,0,2015-09-12T15:15:24.000Z,970251510423703553,True,False,,,bot
342299536,chizzy73,2485,7029,9,2011-07-25T19:58:45.000Z,1440750522873434119,False,False,,Rochdale,human
230364055,smpitterson,3866,10758,2,2010-12-25T06:01:16.000Z,,True,False,,"Manhattan, NY",human
32445360,paulinaporizkov,296,6198,179,2009-04-17T15:24:30.000Z,,False,True,,New York City,human
4705162161,Lavricxd,183,50,0,2016-01-04T13:36:01.000Z,971809208806072320,False,False,,,bot
56155178,Pally101,329,3124,2,2009-07-12T18:27:47.000Z,,False,False,,"ÜT: -26.2006816,28.1206083",human
363008951,Gabriela_Laz,230,182,0,2011-08-27T11:07:48.000Z,,False,False,,Ecuador-Manta-New York,human
1038421969501339648,DeniseSledgeTa1,4833,3487,0,2018-09-08T13:41:05.000Z,,False,False,,"Charlotte, NC",human
212800445,BAUTISdeCba,101,1565,0,2010-11-07T02:50:51.000Z,,False,False,,En mi taller ,human
92738490,volkanzer85,62,18195,7,2009-11-26T11:48:36.000Z,,False,False,,Mainz,human
331813832,DeronWilliams,280,1844,2597,2011-07-08T19:14:53.000Z,,False,True,,,human
2321748938,Ervasukses99,0,424,0,2014-02-01T04:20:08.000Z,,False,False,,"Tanjungpinang,Kepri, Indonesia",bot
915608522,_dondrizzy,896,4190,0,2012-10-30T22:14:14.000Z,1241766358293118978,False,False,,📍Bull City,human
2185171932,TMAN1138pm,1017,140305,212,2013-11-09T22:50:03.000Z,,False,False,,Massachusetts,human
2394624993,sasuketheeevee,10,486,0,2014-03-08T19:08:44.000Z,,False,False,,,bot
70194148,AutumnCalabrese,550,15280,261,2009-08-30T19:33:47.000Z,,False,True,,Los Angeles,human
4111406052,GiffordLorena,37,3328,11,2015-11-03T09:36:18.000Z,,False,False,,"Cali, Colombia",bot
128390131,_Weesker,0,8067,8,2010-04-01T00:23:15.000Z,,False,False,,Free step,bot
1893405685,MarcusPleines,387,2708,225,2013-09-22T11:13:28.000Z,,False,False,,"Düsseldorf, Germany",human
2979206151,ejohansson02,1205,8993,8,2015-01-15T02:09:54.000Z,,False,False,,,human
51057694,sujeeva,0,6,0,2009-06-26T13:35:38.000Z,971204620507807744,False,False,,,bot
191566881,bwhitman26,632,2541,0,2010-09-16T19:35:53.000Z,,True,False,,"Tipton, IN",bot
877860848663965697,twwxoupgqgqewn1,0,180,0,2017-06-22T12:08:31.000Z,,False,False,,,bot
2163938346,briannagirl124,344,3582,2,2013-10-30T02:23:14.000Z,,False,False,,my bed in new jersey ,bot
969348146,divandavis,169,6635,2,2012-11-25T04:12:26.000Z,,False,False,,"Toronto, Ontario",human
734504779334836225,Themustyrabbit,174,552,3,2016-05-22T22:02:40.000Z,,False,False,,"Arizona, USA",bot
178197560,dayydreeaming,31,3221,0,2010-08-14T03:26:12.000Z,,False,False,,"Temple City, California",bot
141235255,atjanjua,724,730,0,2010-05-07T14:34:53.000Z,,True,False,,"London, England",bot
703452534615072770,LUANNO98,108,1676,0,2016-02-27T05:32:08.000Z,,False,False,,United States,human
21959770,francesnotscott,515,84471,31,2009-02-26T02:40:04.000Z,912015000667066368,False,False,,Texas,human
66524257,12bloom,30,2254,1,2009-08-17T23:30:04.000Z,,False,False,,,bot
16454756,TheWidowJones,3044,10982,6,2008-09-25T18:14:41.000Z,1113982919138263041,False,False,,St. Louis,human
999977095106367488,jupitercwtch,554,395,0,2018-05-25T11:34:52.000Z,1023669977017196546,False,False,,she/her ,human
3405976683,GranthamsCustom,8,267,0,2015-08-06T18:21:50.000Z,,False,False,,"Lancaster, CA",bot
914560130,FNP_Cullen,173,2891,14,2012-10-30T12:44:45.000Z,,False,True,,"Frederick, MD",human
383194241,mux_xa,0,4446,1,2011-10-01T12:51:36.000Z,,False,False,,,human
777983107,NaifAlsabre,835,74281,372,2012-08-24T11:30:04.000Z,,False,False,,,human
307434638,AndrewPaulJoyce,2910,1960,74,2011-05-29T16:43:14.000Z,1417477293069438979,False,True,,"Brooklyn, NY",human
4111668373,MauldinMayola,36,3126,16,2015-11-03T09:53:48.000Z,,False,False,,Argentina,bot
13833362,LilMissComplex,336,996,0,2008-02-22T19:26:01.000Z,,False,False,,Malaysia,human
748320406252183552,Victorianna68,1663,6825,5,2016-06-30T01:01:02.000Z,775101314699292678,False,False,,"Lynchburg, VA",human
2339050652,revoyl,28,319,0,2014-02-11T20:42:15.000Z,,False,False,,,human
4111406238,CowellJoyce,41,3078,7,2015-11-03T09:36:19.000Z,,False,False,,louis' bum,bot
188945580,moniadame27,247,422,2,2010-09-09T23:57:58.000Z,,False,False,,New York City,human
845878446,emma_rose77,498,3080,0,2012-09-25T17:07:07.000Z,,False,False,,Under the Table and Dreaming,human
131536053,prillyyla,1730,41914,869,2010-04-10T15:27:01.000Z,,False,False,,Indonesia,human
194450618,YourKoel,124,6267,342,2010-09-24T04:17:45.000Z,,False,True,,kolkata,human
188421312,IAMKELLYBROOK,258,10349,1445,2010-09-08T18:01:55.000Z,1130387276683460608,False,True,,,human
1544754373,Halal_Yamz,134,45095,1,2013-06-25T03:53:40.000Z,,False,False,,,bot
418321606,KittyKatMeow_27,858,21783,5,2011-11-22T01:24:54.000Z,1097682802861068289,False,False,,"F*ck Scientology, USA",human
828008214901895168,SRMediaGroup3,477,223,7,2017-02-04T22:31:56.000Z,834986770148175872,False,False,,"Los Angeles, CA",human
770962160239325184,mrkingdomo,1021,144,1,2016-08-31T12:31:17.000Z,929138660561379328,False,False,,,bot
61543655,2dorks,779,11370,21,2009-07-30T17:23:04.000Z,,False,False,,"Davenport, IA",human
974791624566845441,LACOE_CMLlamas,246,243,1,2018-03-16T23:36:48.000Z,,False,False,,"Downey, CA",human
157226229,senaidemirci,2623,49007,336,2010-06-19T05:52:24.000Z,1516600694115078145,False,False,,"İstanbul, Türkiye",human
351999221,Indosiar,798,231658,2630,2011-08-10T00:49:09.000Z,,False,True,,Indonesia,bot
1033835778,AJeans986,106,2756,1,2012-12-25T02:00:28.000Z,,False,False,,,bot
67835139,_Swagtacular_,3740,86427,38,2009-08-22T06:50:30.000Z,735887159324971008,False,False,,"Maryland, USA",human
3145405703,moneycino,313,4083,0,2015-04-07T20:31:45.000Z,,False,False,,909,human
14095626,andrewgill,2362,10248,0,2008-03-07T16:17:20.000Z,,False,True,,United States,human
57087247,kevinlee1973,0,441,0,2009-07-15T18:02:07.000Z,,False,False,,,human
408098074,yourroyalhynus,653,3561,8,2011-11-08T23:56:44.000Z,1163276916423573504,False,False,,,human
2172327199,6in_gun_single,1159,256294,40,2013-11-03T15:17:15.000Z,,False,False,,ブイン基地,bot
117118255,interceptor030,1629,9380,4,2010-02-24T15:58:13.000Z,1465797813372178437,False,False,,Belgrade,human
16192823,bullimore55,783,23390,2,2008-09-08T21:51:46.000Z,,False,False,,Psalm 46:5,human
20124984,BobbyPJam,569,3993,16,2009-02-05T07:06:57.000Z,,False,False,,"California, USA",human
342299986,brialenay,576,40269,0,2011-07-25T19:59:34.000Z,1432799742895996931,False,False,,☁️,human
701699418,AHMTKURAL,132,846,610,2012-07-17T20:14:04.000Z,,False,True,,,human
88806753,RepGaramendi,8771,15802,1380,2009-11-10T00:31:12.000Z,,False,True,,"Solano County, CA",human
139259796,asvpxclippy,820,195853,21,2010-05-02T02:17:41.000Z,1509342838424846339,False,False,,miami,human
17503591,VansWarpedTour,177,28583,2877,2008-11-20T03:36:43.000Z,1099748800715993088,False,False,,,human
884060829141913600,treena_reitman,0,239,1,2017-07-09T14:45:01.000Z,,False,False,,,bot
307172725,leo_jia,93,1996,2,2011-05-29T04:37:40.000Z,,False,False,,,bot
937104758,Agus_sosa15,1576,13584,0,2012-11-09T15:06:45.000Z,631254826492514304,False,False,,Las Toscas,human
1432294795,Deroncheng,154,27,0,2013-05-16T06:16:15.000Z,971847200908115968,False,False,,,bot
849206949245747201,eLfcvgCcamvHt12,0,130,0,2017-04-04T10:28:09.000Z,,False,False,,OK City,bot
928571569533747201,ClelauCle,383,66,0,2017-11-09T10:34:49.000Z,967755558974623745,False,False,,,bot
23795109,RayJ,1928,11002,5228,2009-03-11T17:27:57.000Z,,False,True,,"Los Angeles, CA",human
55776686,isabelabert,115,1485,2,2009-07-11T06:37:58.000Z,,False,False,,Alpharetta ,human
258676149,NextLvl357,509,1359,3,2011-02-28T06:44:13.000Z,,False,False,,Everywhere,human
507975093,MyVGateshead,0,3235,0,2012-02-28T21:53:29.000Z,,False,False,,Gateshead,bot
373495222,brad_corey,4697,29926,80,2011-09-14T17:42:37.000Z,,False,False,,UK,human
784558280362295298,Feel_The_Kay,4381,13369,8,2016-10-08T00:57:25.000Z,1250502875907796992,False,False,,"Houston, TX",human
121574840,DavidKoechner,1780,28607,1562,2010-03-09T23:06:47.000Z,,False,True,,Los Angeles,human
2813793740,BeaverIslandSTC,690,3701,78,2014-09-16T22:44:04.000Z,,False,False,,216 6th Ave S St. Cloud MN,human
17503693,beattyful,2321,8228,8,2008-11-20T03:41:59.000Z,1492927255756128256,False,False,,CitySoNiceTheyNamedItTwice,human
572200408,ritzyclan,170,1617,0,2012-05-06T01:05:33.000Z,,False,False,,USA,human
234034661,Udhaystalin,596,19666,685,2011-01-04T18:01:39.000Z,,False,True,,,human
1195054567,LuckyCharms,482,10481,0,2013-02-18T21:59:46.000Z,,False,True,,,human
66000366,DrChrisManthey,917,2803,1,2009-08-15T23:19:51.000Z,,False,False,,"Cleveland, OH",human
957027824,ForvictoRi,46,270,6051,2012-11-19T08:41:13.000Z,,False,False,,SEOUL,human
82253298,zwwsense,290,220,0,2009-10-14T02:17:46.000Z,,False,False,,"39.953348,116.296304",human
2579961340,Haileystrayer1,332,1278,0,2014-06-03T09:39:32.000Z,,True,False,,,human
305337856,ashley24taylor,1313,14733,93,2011-05-26T01:37:18.000Z,1282407124924919808,False,False,,"California, USA",human
15930883,VLADDO,3327,47723,2905,2008-08-21T13:08:44.000Z,,False,True,,"It’s Colombia, not Columbia",human
376378883,NavasKeylor,163,1740,2718,2011-09-19T19:46:03.000Z,,False,True,,,human
146740740,mamtabharaktiya,58,788,0,2010-05-22T06:21:01.000Z,,False,False,,Bengaluru,bot
